Character,Dialogue,Setting,Season,Episode,Act,ImdbRating,Opening
Setting,(AT MODENE's BAR),ModenesBar,1,1,6,8.3,
Action,(HEAVY METAL MUSIC PLAYING),ModenesBar,1,1,6,8.3,
Stewart,"What do you do with the fertile, Wayne? Didn't I just catch you cruisin' Grindr? ",ModenesBar,1,1,6,8.3,
Stewart,"Hey, shouldn't you boys be watching Friday Night Lights with a gym sock on your joy stick?",ModenesBar,1,1,6,8.3,
Reilly,Chirp Tim Riggins. I fuckin' dare you. Mix in a little One Tree Hill and maybe some Gossip Girl.,ModenesBar,1,1,6,8.3,
Reilly,"But I think we've got bigger fish to fry right here. Looking for love over the rainbow now, are we Dorothy?",ModenesBar,1,1,6,8.3,
Stewart,"I hate you, but can confirm deer season's over. He's hunting bear now.",ModenesBar,1,1,6,8.3,
Reilly,"I fuckin' hate you too. However, fuckin' hate him more. And I just found out he's ambidextrous.",ModenesBar,1,1,6,8.3,
Margaret,"What are they talking about, Wayne?",ModenesBar,1,1,6,8.3,
Reilly,He likes dicks now.,ModenesBar,1,1,6,8.3,
Jonesy,In his bum.,ModenesBar,1,1,6,8.3,
Reilly,Or his mouth. All over.,ModenesBar,1,1,6,8.3,
Woman,"Oh, my God. That's Angie's new boyfriend?",ModenesBar,1,1,6,8.3,
Daryl,"Oh, that's that city boy.",ModenesBar,1,1,6,8.3,
Reilly,What a shit.,ModenesBar,1,1,6,8.3,
Reilly,"Fuck, Lemony Snicket, what a series of unfortunate events you fuckin' been through, you ugly fuck.",ModenesBar,1,1,6,8.3,
Jonesy,Boulevard of Broken Dreams.,ModenesBar,1,1,6,8.3,
Reilly,"Fuck You, Stewart!",ModenesBar,1,1,6,8.3,
Stewart,"Hey, fuck you …",ModenesBar,1,1,6,8.3,
Setting,(WAYNE AND KATY IN A PARKING LOT),ParkingLot,1,1,6,8.3,
Katy,"You must be having a fun night. ""Ur bro is gay. LMFAO!"" in all caps from Reilly",ParkingLot,1,1,6,8.3,
Katy,"Wayne? You remember when you were 19, those worm pickers kept coming in the night and trampling on our beans? What did you do? ",ParkingLot,1,1,6,8.3,
Wayne,"Dug six foot holes, put a skunk in each one and waited for them to fall in.",ParkingLot,1,1,6,8.3,
Katy,Remember when the skids egged Daryl on his bike? What did you do? ,ParkingLot,1,1,6,8.3,
Wayne,Put some stink bombs in a Nerf gun and fired it at them on prom night.,ParkingLot,1,1,6,8.3,
Katy,Remember when you came in from chorin' and found those messages on my computer from a guy cal ling me a slut? ,ParkingLot,1,1,6,8.3,
Wayne,I wanted a piece of that guy for a long time.,ParkingLot,1,1,6,8.3,
Katy,You drove over to his house and broke his nose on his front lawn.,ParkingLot,1,1,6,8.3,
Katy,"You know, I miss that Wayne.",ParkingLot,1,1,6,8.3,
Katy,I think a lot of people do.,ParkingLot,1,1,6,8.3,
Wayne,It's for the better.,ParkingLot,1,1,6,8.3,
Action,(ALEXANDER WALKS OUT OF BAR PULLS DOWN PANTS AND TAKES A PISS IN THE GARBAGE),ParkingLot,1,1,6,8.3,
Action,(TROY TAKES A PICTURE OF ALEXANDER AND KICKS HIM IN THE BUTT),ParkingLot,1,1,6,8.3,
Troy,This is Sparta!,ParkingLot,1,1,6,8.3,
Action,(WAYNE WALKS OVER TO TROY AND KNOCKS HIS HAT OFF HIS HEAD),ParkingLot,1,1,6,8.3,
Troy,"Ow, fuck! What the hell are you doing? ",ParkingLot,1,1,6,8.3,
Wayne,"I'd ask you the same thing, you fuckin' tit.",ParkingLot,1,1,6,8.3,
Troy,I'm taping an idiot. I'm not sneaking up on dudes and starting fights.,ParkingLot,1,1,6,8.3,
Wayne,I'm not fightin' ya. I'm smackin' ya.,ParkingLot,1,1,6,8.3,
Troy,"Oh, that's right. You don't fight anymore, do you? I figured I'd have one on deck for sure after I stole your girl.",ParkingLot,1,1,6,8.3,
Troy,"Nothin', eh? No move? She must've trained you well.",ParkingLot,1,1,6,8.3,
Troy,"So what's it gonna take to get you back on the horse there, champ? Do I go inside and spread Angie right out on the bar when she gets here? I've fucked your girl more times than you've had a hot meal.",ParkingLot,1,1,6,8.3,
Troy,"Maybe your sister wants to join us. It's Katy, right? Shit. Why don't I go over there and ask her myself? ",ParkingLot,1,1,6,8.3,
Action,(WAYNE GRABS TROY BY THE BALLS),ParkingLot,1,1,6,8.3,
Action,(WAYNE HEADBUTTS TROY AND KNOCKS HIM OUT),ParkingLot,1,1,6,8.3,
Action,(ROCK MUSIC PLAYS),ParkingLot,1,1,6,8.3,
Katy,"Pull your pants up, Alexander.",ParkingLot,1,1,6,8.3,
Katy,You've come this far.,ParkingLot,1,1,6,8.3,
Action,(KATY HANDS WAYNE LIQUOR BOTTLE),ParkingLot,1,1,6,8.3,
Action,(WAYNE DRINKS AND VIOLENTLY TOSSES BOTTLE),ParkingLot,1,1,6,8.3,
Action,(WAYNE PUNCHES TROY REPEATEDLY AND THROWS HIM INTO THE TRASH PILE),ParkingLot,1,1,6,8.3,
Action,(WAYNE SPITS),ParkingLot,1,1,6,8.3,
Wayne,Welcome to fuckin' Letterkenny.,ParkingLot,1,1,6,8.3,
Katy,"Good to have you back, big brother.",ParkingLot,1,1,6,8.3,
Daryl,"Hi, Katy",ParkingLot,1,1,6,8.3,
Katy,"Go home, Daryl.",ParkingLot,1,1,6,8.3,
Setting,(THE HICKS AT THE PRODUCE STAND),,1,1,7,8.3,
Action,(REILLY AND JONESY PULL UP IN JEEP),ProduceStand,1,1,7,8.3,
Action,(KATY GETS OUT OF JEEP),ProduceStand,1,1,7,8.3,
Katy,"Good to have you back, big brother.",ProduceStand,1,1,7,8.3,
Daryl,"Hi, Katy",ProduceStand,1,1,7,8.3,
Katy,"Go home, Daryl.",ProduceStand,1,1,7,8.3,
Reilly,"Bye, Wayne.",ProduceStand,1,1,7,8.3,
Jonesy,"Bye, Wayne.",ProduceStand,1,1,7,8.3,
Reilly,Have a good one bro.,ProduceStand,1,1,7,8.3,
Jonesy,"See you later, buddy",ProduceStand,1,1,7,8.3,
Setting,(OPEN IN FIELD),Field,2,1,1,8.3,
Daryl,Attention.,Field,2,1,1,8.3,YES
Wayne,An amateur MMA asshole asks you to engage in aggressive altercation.,Field,2,1,1,8.3,YES
Tyson,Who the fuck is the toughest guy in here? ,Unknown,2,1,1,8.3,YES
Wayne,That'd be me.,Unknown,2,1,1,8.3,YES
Daryl,Bullshit.,Field,2,1,1,8.3,YES
Wayne,"Bopped you so bad in the bean you were beyond ass-backwards. No blood, albeit bloody brutal.",Field,2,1,1,8.3,YES
Daryl,Clunk,Field,2,1,1,8.3,YES
Wayne,"Clocked your carriage, clipped your canopy, caught your conscious with a carefully concocted combative cuffing.",Field,2,1,1,8.3,YES
Daryl,Dink,Field,2,1,1,8.3,YES
Wayne,Decked you defiantly.,Field,2,1,1,8.3,YES
Daryl,Easy,Field,2,1,1,8.3,YES
Wayne,Ended you efficiently.,Field,2,1,1,8.3,YES
Daryl,Fuckin',Field,2,1,1,8.3,YES
Wayne,Fucked your face up from front to Finland in a fairly unfair fashion unfortunately for females.,Field,2,1,1,8.3,YES
Daryl,Goof,Field,2,1,1,8.3,YES
Wayne,"So you got up, gathered your goods, guts and gonads, got after the goofy goon, gave glory a good go.",Field,2,1,1,8.3,YES
Music,(ROCK MUSIC PLAYS),Field,2,1,1,8.3,YES
Action,(WAYNE LYING ON THE GROUND),Field,2,1,1,8.3,YES
Action,(WAYNE GETS UP),Field,2,1,1,8.3,YES
Daryl,Have at 'er.,Field,2,1,1,8.3,YES
Wayne,Hucked a haymaker.,Field,2,1,1,8.3,YES
Daryl,Instantly.,Field,2,1,1,8.3,YES
Wayne,Irked the idiot.,Field,2,1,1,8.3,YES
Daryl,Jackass,Field,2,1,1,8.3,YES
Wayne,Out-juked the jerk. Out-jabbed the joker. Out-jammed the juice head.,Field,2,1,1,8.3,YES
Daryl,K.,Field,2,1,1,8.3,YES
Wayne,King Kong threw a karate kick that kinda caught you in the kisser.,Field,2,1,1,8.3,YES
Daryl,Loser.,Field,2,1,1,8.3,YES
Wayne,But that legend lady luck was lingering and you left you with only a lovely little lump on your lip.,Field,2,1,1,8.3,YES
Daryl,Mint.,Field,2,1,1,8.3,YES
Wayne,"But maybe mention you may use MMA, Mr. Muay Thai.",Field,2,1,1,8.3,YES
Daryl,Nincompoop.,Field,2,1,1,8.3,YES
Wayne,Knees are unnecessary.,Field,2,1,1,8.3,YES
Daryl,Over it.,Field,2,1,1,8.3,YES
Wayne,"OK, onwards.",Field,2,1,1,8.3,YES
Daryl,Please.,Field,2,1,1,8.3,YES
Wayne,"You out-punched the prick. Out-played the peasant. Pushed proper pugnacity on the pinhead, left him praying for peace while Peter Piper picked a peck of pickled peppers.",Field,2,1,1,8.3,YES
Daryl,Quickly.,Field,2,1,1,8.3,YES
Wayne,"He got queasy, wanted to quit, folks were quoted as quietly quipping he looked like a quirky, quackish queen on Quaaludes.",Field,2,1,1,8.3,YES
Daryl,Right.,Field,2,1,1,8.3,YES
Wayne,Roughed up the rook. Wrecked his reality. Ruined his rep.,Field,2,1,1,8.3,YES
Daryl,Superb.,Field,2,1,1,8.3,YES
Wayne,You socked the sucker. Slammed the sally. Secured the scuffle by successfully out-scrapping the skirt.,Field,2,1,1,8.3,YES
Daryl,Tremendous.,Field,2,1,1,8.3,YES
Wayne,"You took over the tiff. Out-tangoed the tosser. Tough titties on that trade, you twit. No truce.",Field,2,1,1,8.3,YES
Daryl,Unreal.,Field,2,1,1,8.3,YES
Wayne,Utterly.,Field,2,1,1,8.3,YES
Daryl,Violent.,Field,2,1,1,8.3,YES
Wayne,Very.,Field,2,1,1,8.3,YES
Daryl,Wonderful.,Field,2,1,1,8.3,YES
Wayne,"Well, whatever …",Field,2,1,1,8.3,YES
Daryl,Exceptional.,Field,2,1,1,8.3,YES
Wayne,Exactly.,Field,2,1,1,8.3,YES
Daryl,Yup.,Field,2,1,1,8.3,YES
Wayne,Yup.,Field,2,1,1,8.3,YES
Daryl,Zebra?,Field,2,1,1,8.3,YES
Wayne,Zip it.,Field,2,1,1,8.3,YES
LetterkennyLogo,(THEME MUSIC PLAYS),,2,1,2,8.3,
Setting,(THE HICKS AT THE PRODUCE STAND),ProduceStand,2,1,2,8.3,
Daryl,"Tell us about your data last night, Wayne.",ProduceStand,2,1,2,8.3,
Wayne,Hard to the fuckin' no.,ProduceStand,2,1,2,8.3,
Dan,Pitter-patter.,ProduceStand,2,1,2,8.3,
Wayne,"Oh, I'd rather have a cup-a-fart in the face.",ProduceStand,2,1,2,8.3,
Daryl,What's cup-a-fart?,ProduceStand,2,1,2,8.3,
Dan,"Oh, that's when you farts into your hand and then cup it like you're transporting a tiny bird and release it into the face of an unsuspecting pal.",ProduceStand,2,1,2,8.3,
Daryl,There could be worse things.,ProduceStand,2,1,2,8.3,
Dan,You're up! ,ProduceStand,2,1,2,8.3,
Wayne,"Well, for starters, I ran late chorin', so I didn't have time to get the truck washed - before I went over there.",ProduceStand,2,1,2,8.3,
Daryl,So?,ProduceStand,2,1,2,8.3,
Wayne,"Well, so what if Dad's standing there when I come up the laneway to pick up his daughter with a dirty truck? He'd say, ""Who's this tit?""",ProduceStand,2,1,2,8.3,
Daryl,Fair.,ProduceStand,2,1,2,8.3,
Wayne,And I barely got the truck in park before she hops in there so I can't get the door for her.,ProduceStand,2,1,2,8.3,
Daryl,So?,ProduceStand,2,1,2,8.3,
Wayne,"Well, so what if Mom's standing there and I come up the laneway to pick up her daughter and I don't get the door for her? She'd say, ""Who's this nut tugger?""",ProduceStand,2,1,2,8.3,
Daryl,Fair.,ProduceStand,2,1,2,8.3,
Wayne,"I couldn't get my footing after the rocky start so nothin' to report thereafter, fuck.",ProduceStand,2,1,2,8.3,
Daryl,"Well, you lived to fight another day.",ProduceStand,2,1,2,8.3,
Wayne,"Well, I am lookin' for love.",ProduceStand,2,1,2,8.3,
Daryl,"Boy, howdy.",ProduceStand,2,1,2,8.3,
Wayne,Like I've been going on dates and will be going on other dates.,ProduceStand,2,1,2,8.3,
Daryl,Get after it.,ProduceStand,2,1,2,8.3,
Wayne,"Like if there was a general theme, like, for the next six weeks, it would be, Wayne's looking for love.",ProduceStand,2,1,2,8.3,
Action,(DAN FARTS),ProduceStand,2,1,2,8.3,
Action,(DAN CUPS FART INTO DARYL'S FACE),ProduceStand,2,1,2,8.3,
Daryl,Could be worse things.,ProduceStand,2,1,2,8.3,
Action,(STEWART PULLS UP IN BEAT UP OLD HONDA),ProduceStand,2,1,2,8.3,
Stewart,Gentlemen.,ProduceStand,2,1,2,8.3,
Wayne,How're ya now? ,ProduceStand,2,1,2,8.3,
Stewart,Perfect.,ProduceStand,2,1,2,8.3,
Wayne,Good 'n you?,ProduceStand,2,1,2,8.3,
Stewart,"Same bat time. Same bat channel. Eh, shirt-tuckers? ",ProduceStand,2,1,2,8.3,
Action,(SILENCE),ProduceStand,2,1,2,8.3,
Wayne,"Now, I'd say give your balls a tug, but it looks like your pants are doing that for you.",ProduceStand,2,1,2,8.3,
Daryl,You look like you could lose a hand in there playin' pocket pool.,ProduceStand,2,1,2,8.3,
Wayne,"Here's a poem. Star light, star bright, why the fuck you got earrings on?",ProduceStand,2,1,2,8.3,
Daryl,Bet your lobes ain't the only thing that got a hole punched in 'em.,ProduceStand,2,1,2,8.3,
Wayne,See the muscle shirt came today. Muscles comin' tomorrow?,ProduceStand,2,1,2,8.3,
Daryl,You get a tracking number?,ProduceStand,2,1,2,8.3,
Wayne,"Oh, I hope he got a tracking number.",ProduceStand,2,1,2,8.3,
Daryl,That package is gonna be smaller than the one you're currently sporting.,ProduceStand,2,1,2,8.3,
Wayne,"Tall order, Darry.",ProduceStand,2,1,2,8.3,
Daryl,You ever had a cup-a-fart?,ProduceStand,2,1,2,8.3,
Wayne,You can cup-a-fuck off.,ProduceStand,2,1,2,8.3,
Daryl,"Hey, Katy.",ProduceStand,2,1,2,8.3,
Katy,"Hi, Dan.",ProduceStand,2,1,2,8.3,
Stewart,Gentlemen.,ProduceStand,2,1,2,8.3,
Action,(STEWART ATTEMPTS TO GRAB KATY'S ASS; KATY SWATS HIS HAND AWAY),ProduceStand,2,1,2,8.3,
Action,(STEWART OPENS DOOR FOR KATY),ProduceStand,2,1,2,8.3,
Stewart,Seatbelt.,ProduceStand,2,1,2,8.3,
Dan,That kid's a polished turd.,ProduceStand,2,1,2,8.3,
Action,(WAYNE LIGHTS CIGARETTE),ProduceStand,2,1,2,8.3,
Action,(STEWART AND KATY DRIVE OFF),ProduceStand,2,1,2,8.3,
Action,(REILLY AND JONESY PULL UP IN JEEP),ProduceStand,2,1,2,8.3,
Wayne,"Heard about you and your sweetie, buddy.",ProduceStand,2,1,2,8.3,
Daryl,"Heard she cheated on you, buddy.",ProduceStand,2,1,2,8.3,
Wayne,"That's a real kick in the knackers, bro.",ProduceStand,2,1,2,8.3,
Daryl,"Just a real ouchie, bro.",ProduceStand,2,1,2,8.3,
Action,(REILLY AND JONESY LEAVE),ProduceStand,2,1,2,8.3,
Action,(REILLY AND JONESY FLIP OFF THE HICKS),ProduceStand,2,1,2,8.3,
Daryl,"Wait, does Stewart get points for opening Katy's door?",ProduceStand,2,1,2,8.3,
Wayne,"Johnny Cash could have stepped out of that shit box and I'd still say, ""Why is it not clean?""",ProduceStand,2,1,2,8.3,
Dan,"Well, should we jump into Dary's shit box and go to the Ags Hall?",ProduceStand,2,1,2,8.3,
Action,(DARYL GROANS),ProduceStand,2,1,2,8.3,
Dan,"Now, I know McMurray's meetings can be a bits of a chore.",ProduceStand,2,1,2,8.3,
Wayne,Even worse when Mrs. McMurray's there.,ProduceStand,2,1,2,8.3,
Dan,"But the Ags Hall is as much ours as anyone else's, and we should be there for the important decisions-making.",ProduceStand,2,1,2,8.3,
Wayne,"Squirrelly Dan, you'll be snoring within the first five and I'd bet as many bucks on it.",ProduceStand,2,1,2,8.3,
Dan,"Well, I had my coffee today so I will takes that bet.",ProduceStand,2,1,2,8.3,
Wayne,"You don't need to shake, I trust ya.",ProduceStand,2,1,2,8.3,
Dan,"It's 'cause I cup-a-fart, isn't it?",ProduceStand,2,1,2,8.3,
Setting,(AT THE AG HALL),AgHall,2,1,3,8.3,
Action,(DAN SNORING),AgHall,2,1,3,8.3,
McMurray,"That was a very productive first hour and 45 minutes, I must say. On to item number 29 of 39. Yup!",AgHall,2,1,3,8.3,
MrsMcMurray,"It's still item number 28, baby. Item 28 is a two-part item.",AgHall,2,1,3,8.3,
McMurray,"Huh! Thank you, darlin'.",AgHall,2,1,3,8.3,
MrsMcMurray,"You're welcome, baby.",AgHall,2,1,3,8.3,
McMurray,"All right, on to item 28, part B.",AgHall,2,1,3,8.3,
McMurray,"I, McMurray, motion that the front weather mat be changed, from a Remington charcoal, four-foot by eight-foot by three-millimeter thick rubber doormat, to a raisin charcoal three-foot by six-foot by three-millimeter thick ribbed vinyl boot tray.",AgHall,2,1,3,8.3,
MrsMcMurray,"It came in a gainsboro Grey also, which is a pale tone of Grey.",AgHall,2,1,3,8.3,
McMurray,That's correct. It also came in puce.,AgHall,2,1,3,8.3,
MrsMcMurray,"Puce is a warm Grey, tonally.",AgHall,2,1,3,8.3,
McMurray,"Grey tones don't clean up as well as dark tones. Hence, the raisin charcoal.",AgHall,2,1,3,8.3,
MrsMcMurray,"Better look goddamn clean after you're done cleanin' the cocksucker, that's what I always say.",AgHall,2,1,3,8.3,
McMurray,Mmm-hmm. Would a member second my motion?,AgHall,2,1,3,8.3,
MrsMcMurray,"I second, baby. I second so hard.",AgHall,2,1,3,8.3,
McMurray,"Thank you, baby, I knew you'd second the shit right out of it.",AgHall,2,1,3,8.3,
MrsMcMurray,Dan!,AgHall,2,1,3,8.3,
Action,(DAN SNORING),AgHall,2,1,3,8.3,
MrsMcMurray,Daniel!,AgHall,2,1,3,8.3,
Daryl,"Mm, he's a real deep sleeper.",AgHall,2,1,3,8.3,
Wayne,"Oh, super deep.",AgHall,2,1,3,8.3,
Daryl,Like he fell asleep at the IMAX during Transformers 2.,AgHall,2,1,3,8.3,
Wayne,Fell asleep riding the back of a garbage truck one time.,AgHall,2,1,3,8.3,
McMurray,Intolerable.,AgHall,2,1,3,8.3,
MrsMcMurray,Daniel!,AgHall,2,1,3,8.3,
Daryl,Do you know dogs sleep for 80% of their lives?,AgHall,2,1,3,8.3,
Wayne,You wanna know what? He might be faking it.,AgHall,2,1,3,8.3,
Daryl,He's faking it.,AgHall,2,1,3,8.3,
Wayne,"Oh, he's faking it.",AgHall,2,1,3,8.3,
Daryl,I can see he's faking it.,AgHall,2,1,3,8.3,
Wayne,"Yeah, he's faking it.",AgHall,2,1,3,8.3,
Daryl,"Look, I can see one of his eyes are open.",AgHall,2,1,3,8.3,
MrsMcMurray,Daniel!,AgHall,2,1,3,8.3,
Dan,"Don't touch it, it hurts",AgHall,2,1,3,8.3,
MrsMcMurray,You better cut out all that goddamn snoring before I stuff a cocksuckin' work sock down your skull cave.,AgHall,2,1,3,8.3,
MrsMcMurray,"Keep going, baby. Everybody's listening. Everybody loves you.",AgHall,2,1,3,8.3,
McMurray,"Thank you, darlin'. You better listen to her, Daniel.",AgHall,2,1,3,8.3,
McMurray,"Now, I'm sure you no doubt have all noticed that we are down to one dozen coat hangers in the front hall. There are approximately twelve dozen in the rear hall.",AgHall,2,1,3,8.3,
MrsMcMurray,"All standard steel wire, baby?",AgHall,2,1,3,8.3,
McMurray,All standard steel wire in a flattened triangular shape.,AgHall,2,1,3,8.3,
McMurray,"I, McMurray, motion that one dozen be transported to the front hall.",AgHall,2,1,3,8.3,
Wayne,K.,AgHall,2,1,3,8.3,
McMurray,"Wayne. Wayne, Wayne, Wayne, Wayne, Wayne. Look at me, Wayne.",AgHall,2,1,3,8.3,
McMurray,"There is a tried, tested and true system at work here. And, as President of the Agricultural Hall, I must demand it be respected.",AgHall,2,1,3,8.3,
McMurray,One member makes a motion.,AgHall,2,1,3,8.3,
Wayne,"Second, K.",AgHall,2,1,3,8.3,
McMurray,K is not a second.,AgHall,2,1,3,8.3,
Wayne,"Well, it's the second time I said ""K"".",AgHall,2,1,3,8.3,
McMurray,So you second my motion?,AgHall,2,1,3,8.3,
Wayne,"You want to know what? I'm all out of seconds, bud.",AgHall,2,1,3,8.3,
McMurray,So it's not a second? ,AgHall,2,1,3,8.3,
Wayne,"Well, this is taking too many seconds is what I'm saying.",AgHall,2,1,3,8.3,
McMurray,"Well, you only have to second once.",AgHall,2,1,3,8.3,
Wayne,"All right, give me a second.",AgHall,2,1,3,8.3,
McMurray,So are you saying that you second or that you need a second?,AgHall,2,1,3,8.3,
Wayne,"Well, one second.",AgHall,2,1,3,8.3,
McMurray,"All right. Wayne, you shall be given one second.",AgHall,2,1,3,8.3,
McMurray,Whilst Wayne is taking one second …,AgHall,2,1,3,8.3,
Wayne,"I second the fuckin' motion, McMurray! Now move the fuckin' coat hangers! ",AgHall,2,1,3,8.3,
McMurray,"Well, thank you, Wayne.",AgHall,2,1,3,8.3,
McMurray,"Let the secretary note that I, McMurray, motioned to move one dozen coat hangers",AgHall,2,1,3,8.3,
Wayne,"I'll move the fuckin' coat hangers myself. Can't sit around here all fucking day with my horn in my hands. Got chorin' to do, for fuck's sake.",AgHall,2,1,3,8.3,
McMurray,Would the secretary note that aforementioned coat hangers have such been moved. Thanks to a very over-zealous beaver.,AgHall,2,1,3,8.3,
McMurray,"There's order, people, and it must be followed.",AgHall,2,1,3,8.3,
McMurray,Concluded! Item 30 of 39.,AgHall,2,1,3,8.3,
Setting,(OUTSIDE THE AG HALL),AgHallOutside,2,1,3,8.3,
JimDickens,Wayne.,AgHallOutside,2,1,3,8.3,
Wayne,"Jim Dickens, how are ya now?",AgHallOutside,2,1,3,8.3,
JimDickens,Good 'n you?,AgHallOutside,2,1,3,8.3,
Wayne,Not so bad.,AgHallOutside,2,1,3,8.3,
JimDickens,"Wayne, 100% bullsit 'round here.",AgHallOutside,2,1,3,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHallOutside,2,1,3,8.3,
JimDickens,"Got a bidder now, one. Lookin' at two. Two, and now at lookin' at three. Three hundred now, can I get a four? Four there now, sold. 400% bullshit 'round here.",AgHallOutside,2,1,3,8.3,
Wayne,"Well, it's never so bad it couldn't be worse.",AgHallOutside,2,1,3,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHallOutside,2,1,3,8.3,
JimDickens,"Worse than 400% sounds an awful lot to me like five 500%, now lookin' at six. 600%, lookin' at seven. 700%, can I get an eight? Sold. 800% bullshit 'round here.",AgHallOutside,2,1,3,8.3,
Wayne,"Well, meetings run a C-hair long but it's important business …",AgHallOutside,2,1,3,8.3,
JimDickens,If someone doesn't do something about this bullshit soon,AgHallOutside,2,1,3,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHallOutside,2,1,3,8.3,
JimDickens,"We'll be at nine. 900%, now lookin' at 10. Ten over there, now lookin' at 11. Can I get a 12 All right.",AgHallOutside,2,1,3,8.3,
Daryl,"All right, cool it.",AgHallOutside,2,1,3,8.3,
Dan,"What would you have him do, there, Jim?",AgHallOutside,2,1,3,8.3,
JimDickens,"If Wayne runs for Ag Hall president, I'll give him …",AgHallOutside,2,1,3,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHallOutside,2,1,3,8.3,
JimDickens,"One vote right here, looking at one, we got one vote here, and lookin' to get two",AgHallOutside,2,1,3,8.3,
Wayne,"Well, see, now that sounds a bit dramatic to me, Jim.",AgHallOutside,2,1,3,8.3,
Daryl,No. No. I don't think that's such a bad idea. ,AgHallOutside,2,1,3,8.3,
Wayne,Did that not sound a bit dramatic to you?,AgHallOutside,2,1,3,8.3,
Dan,I'd back that.,AgHallOutside,2,1,3,8.3,
Wayne,"Well, it's bloody Shakespearean. It'd be usurpin' the throne.",AgHallOutside,2,1,3,8.3,
Dan,I'd back that like a spinal cord.,AgHallOutside,2,1,3,8.3,
Wayne,It just sounds dramatic to me.,AgHallOutside,2,1,3,8.3,
Wayne,"Jim! Tell you what, Jim I'll think on it. Have a good one.",AgHallOutside,2,1,3,8.3,
Dan,"Have a good one, Jim.",AgHallOutside,2,1,3,8.3,
Action,(JIM DICKENS AUCTIONEERS),AgHallOutside,2,1,3,8.3,
JimDickens,"One little birdie bird flying in the sky. We got two little birds and we're lookin' at three. Three little birdies, now we're lookin' at four. Why do birds suddenly appear every time I auctioneer?",AgHallOutside,2,1,3,8.3,
Setting,(AT HOCKEY DRESSING ROOM),HockeyLockerRoom,2,1,4,8.3,
Reilly,"Just a series of bad bounces for a couple of stick and pucksters, bud.",HockeyLockerRoom,2,1,4,8.3,
Jonesy,"Not getting the bounces, bro.",HockeyLockerRoom,2,1,4,8.3,
Reilly,"Cut from the Letterkenny Shamrocks in our overage year, bud.",HockeyLockerRoom,2,1,4,8.3,
Jonesy,"No victory lap for the Shammy's, bro.",HockeyLockerRoom,2,1,4,8.3,
Reilly,"No victory lap, Ferda.",HockeyLockerRoom,2,1,4,8.3,
Jonesy,Ferda.,HockeyLockerRoom,2,1,4,8.3,
Reilly,And no Katy.,HockeyLockerRoom,2,1,4,8.3,
Jonesy,Katy-Kat stepped out.,HockeyLockerRoom,2,1,4,8.3,
Reilly,Two-timed.,HockeyLockerRoom,2,1,4,8.3,
Jonesy,Played around.,HockeyLockerRoom,2,1,4,8.3,
Reilly,Caught a matinee.,HockeyLockerRoom,2,1,4,8.3,
Jonesy,Carried on.,HockeyLockerRoom,2,1,4,8.3,
Reilly,"You know, I should be mad, but I'm just sort of sad.",HockeyLockerRoom,2,1,4,8.3,
Shoresy,"Give your balls a tug, you tit fucker! ",HockeyLockerRoom,2,1,4,8.3,
Reilly,"Not gonna miss playing with Shoresy, though, bud.",HockeyLockerRoom,2,1,4,8.3,
Jonesy,"Always a silver lining, buddy.",HockeyLockerRoom,2,1,4,8.3,
Reilly,"You know, bud, he's right. Game faces on, it's our first day of senior hockey, bud.",HockeyLockerRoom,2,1,4,8.3,
Jonesy,"Well, first impression's a lasting one, bro.",HockeyLockerRoom,2,1,4,8.3,
Reilly,"Are you ready for this, bud? ",HockeyLockerRoom,2,1,4,8.3,
Jonesy,"Fore-check, back-check, pay check, bro.",HockeyLockerRoom,2,1,4,8.3,
Reilly,Ding! ,HockeyLockerRoom,2,1,4,8.3,
Action,(REILLY AND JONESY WALK INTO LOCKER ROOM),HockeyLockerRoom,2,1,4,8.3,
Action,(HOCKEY PLAYERS WORKING OUT),HockeyLockerRoom,2,1,4,8.3,
Reilly,What the fuck are you doing?,HockeyLockerRoom,2,1,4,8.3,
Barts,What does it look like?,HockeyLockerRoom,2,1,4,8.3,
Yorkie,We're doing legs.,HockeyLockerRoom,2,1,4,8.3,
Barts,Leg day!,HockeyLockerRoom,2,1,4,8.3,
Setting,(THE HICKS ON WAYNE'S BACK PORCH),Porch,2,1,5,8.3,
Katy,Where's Stormy been? I haven't seen her all day.,Porch,2,1,5,8.3,
Wayne,In her pen.,Porch,2,1,5,8.3,
Katy,Why?,Porch,2,1,5,8.3,
Wayne,She's being punished.,Porch,2,1,5,8.3,
Katy,Why?,Porch,2,1,5,8.3,
Wayne,She tried to kill her stud again.,Porch,2,1,5,8.3,
Katy,That's my girl!,Porch,2,1,5,8.3,
Action,(KATY OPENS DOOR AND ENTERS HOUSE),Porch,2,1,5,8.3,
Dan,Why?,Porch,2,1,5,8.3,
Wayne,"Well, fucked if I know, Dan. It's supposed to be natural for animals to want to breed. And fucked if those pups wouldn't be as beautiful as she is.",Porch,2,1,5,8.3,
Daryl,She was a beautiful pup.,Porch,2,1,5,8.3,
Wayne,She's a beautiful dog.,Porch,2,1,5,8.3,
Daryl,She was a gorgeous pup.,Porch,2,1,5,8.3,
Wayne,"Well, she's a gorgeous dog.",Porch,2,1,5,8.3,
